Title,Date
"How I Met Your Mother: Sæson 5: Of Course","15/10/2018"
"Black Mirror: Sæson 3: Men Against Fire","07/10/2018"
"Black Mirror: Sæson 3: San Junipero","22/09/2018"
"How I Met Your Mother: Sæson 5: Hooked","22/09/2018"
"How I Met Your Mother: Sæson 5: Rabbit or Duck","22/09/2018"
"How I Met Your Mother: Sæson 5: Perfect Week","22/09/2018"
"How I Met Your Mother: Sæson 5: Jenkins","16/09/2018"
"How I Met Your Mother: Sæson 5: Girls Vs. Suits","16/09/2018"
"How I Met Your Mother: Sæson 5: Last Cigarette Ever","13/09/2018"
"How I Met Your Mother: Sæson 5: Slapsgiving 2: Revenge of the Slap","12/09/2018"
"How I Met Your Mother: Sæson 5: The Window","11/09/2018"
"Family Guy: Sæson 15: Carter and Tricia","01/09/2018"
"Black Mirror: Sæson 3: Shut Up and Dance","28/08/2018"
"Family Guy: Sæson 15: Chris Has Got a Date, Date, Date, Date, Date","22/08/2018"
"Black Mirror: Sæson 3: Playtest","22/08/2018"
"Black Mirror: Sæson 3: Nosedive","11/08/2018"
"Family Guy: Sæson 15: High School English","11/08/2018"
"Family Guy: Sæson 15: Hot Shots","11/08/2018"
"How I Met Your Mother: Sæson 5: The Playbook","09/08/2018"
"How I Met Your Mother: Sæson 5: The Rough Patch","08/08/2018"
"How I Met Your Mother: Sæson 5: Bagpipes","08/08/2018"
"Family Guy: Sæson 15: American Gigg-Olo","07/08/2018"
"How I Met Your Mother: Sæson 5: Duel Citizenship","06/08/2018"
"Black Mirror: Sæson 2: White Christmas","31/07/2018"
"How I Met Your Mother: Sæson 5: The Sexless Innkeeper","31/07/2018"
"Black Mirror: Sæson 2: The Waldo Moment","30/07/2018"
"How I Met Your Mother: Sæson 5: Robin 101","30/07/2018"
"How I Met Your Mother: Sæson 5: Double Date","30/07/2018"
"Black Mirror: Sæson 2: White Bear","29/07/2018"
"Family Guy: Sæson 15: Bookie of the Year","22/07/2018"
"Family Guy: Sæson 15: The Boys in the Band","21/07/2018"
"Black Mirror: Sæson 2: Be Right Back","21/07/2018"
"Black Mirror: Sæson 1: The Entire History of You","16/07/2018"
"Black Mirror: Sæson 1: Fifteen Million Merits","12/07/2018"
"Black Mirror: Sæson 4: Hang the DJ","02/07/2018"
"Black Mirror: Sæson 1: The National Anthem","29/06/2018"
"Førsteholdet: Juventus: Del A: Episode 3","02/05/2018"
"Førsteholdet: Juventus: Del A: Episode 2","29/04/2018"
"Førsteholdet: Juventus: Del A: Episode 1","27/04/2018"
"Venner: Sæson 8: The One with the Red Sweater","19/04/2018"
"Master of None: Sæson 2: Buona Notte","23/03/2018"
"Master of None: Sæson 2: Amarsi Un Po","21/03/2018"
"Master of None: Sæson 2: Thanksgiving","09/03/2018"
"Master of None: Sæson 2: Door #3","08/03/2018"
"Master of None: Sæson 2: New York, I Love You","06/03/2018"
"Master of None: Sæson 2: The Dinner Party","05/03/2018"
"Master of None: Sæson 2: First Date","05/03/2018"
"Master of None: Sæson 2: Religion","04/03/2018"
"Master of None: Sæson 2: Le Nozze","04/03/2018"
"Master of None: Sæson 2: The Thief","01/03/2018"
"Master of None: Sæson 1: Finale","28/02/2018"
"Master of None: Sæson 1: Mornings","28/02/2018"
"Master of None: Sæson 1: Old People","27/02/2018"
"Master of None: Sæson 1: Ladies and Gentlemen","24/02/2018"
"Master of None: Sæson 1: Nashville","21/02/2018"
"Master of None: Sæson 1: The Other Man","21/02/2018"
"Master of None: Sæson 1: Indians on TV","07/02/2018"
"Master of None: Sæson 1: Hot Ticket","07/02/2018"
"Master of None: Sæson 1: Parents","02/02/2018"
"Master of None: Sæson 1: Plan B","01/02/2018"
"Venner: Sæson 8: The One with Monica's Boots","29/01/2018"
"Venner: Sæson 8: The One with the Rumor","29/01/2018"
"Family Guy: Sæson 8: Family Goy","29/01/2018"
"The Imitation Game","29/01/2018"
"Venner: Sæson 8: The One with the Stripper","24/12/2017"
"Venner: Sæson 8: The One with the Stain","22/12/2017"
"Venner: Sæson 8: The One with the Halloween Party","22/12/2017"
"Trainer!","13/12/2017"
"Venner: Sæson 8: The One with Rachel's Date","13/12/2017"
"The Meyerowitz Stories (New and Selected)","12/12/2017"
"Venner: Sæson 8: The One with the Videotape","12/12/2017"
"Inglourious Basterds","09/12/2017"
"Bloodline: Sæson 2: Del 23","09/12/2017"
"Bloodline: Sæson 2: Del 22","07/12/2017"
"Bloodline: Sæson 2: Del 21","07/12/2017"
"Venner: Sæson 8: The One Where Rachel Tells ...","04/12/2017"
"Bloodline: Sæson 2: Del 20","02/12/2017"
"Bloodline: Sæson 2: Del 19","28/11/2017"
"Bloodline: Sæson 2: Del 18","28/11/2017"
"Bloodline: Sæson 2: Del 17","26/11/2017"
"Bloodline: Sæson 2: Del 16","26/11/2017"
"Bloodline: Sæson 2: Del 15","25/11/2017"
"Bloodline: Sæson 2: Del 14","23/11/2017"
"Mudbound","18/11/2017"
"Family Guy: Sæson 14: Road to India","11/11/2017"
"Family Guy: Sæson 14: Run, Chris, Run","03/10/2017"
"Family Guy: Sæson 14: The New Adventures of Old Tom","03/10/2017"
"Family Guy: Sæson 14: Take a Letter","03/10/2017"
"Family Guy: Sæson 14: The Heartbreak Dog","02/10/2017"
"50/50","30/09/2017"
"USS Indianapolis: Men of Courage","27/09/2017"
"Family Guy: Sæson 14: A Lot Going on Upstairs","27/09/2017"
"Family Guy: Sæson 14: Underage Peter","27/09/2017"
"Family Guy: Sæson 14: An App a Day","25/09/2017"
"Family Guy: Sæson 14: Scammed Yankees","25/09/2017"
"Family Guy: Sæson 14: The Peanut Butter Kid","24/09/2017"
"Miraklet på Hudsonfloden","22/09/2017"
"Sicario","22/09/2017"
"Family Guy: Sæson 14: Candy, Quahog Marshmallow","21/09/2017"
"Family Guy: Sæson 14: A Shot in the Dark","19/09/2017"
"House of Cards: Sæson 5: Kapitel 65","17/09/2017"
"House of Cards: Sæson 5: Kapitel 64","17/09/2017"
"Family Guy: Sæson 14: Hot Pocket-Dial","12/09/2017"
"House of Cards: Sæson 5: Kapitel 63","11/09/2017"
"House of Cards: Sæson 5: Kapitel 62","11/09/2017"
"House of Cards: Sæson 5: Kapitel 61","10/09/2017"
"Family Guy: Sæson 14: Peter's Sister","10/09/2017"
"House of Cards: Sæson 5: Kapitel 60","09/09/2017"
"Family Guy: Sæson 14: Peter, Chris & Brian","05/09/2017"
"Family Guy: Sæson 14: Peternormal Activity","05/09/2017"
"House of Cards: Sæson 5: Kapitel 59","04/09/2017"
"House of Cards: Sæson 5: Kapitel 58","03/09/2017"
"House of Cards: Sæson 5: Kapitel 57","20/08/2017"
"House of Cards: Sæson 5: Kapitel 56","19/08/2017"
"House of Cards: Sæson 5: Kapitel 55","19/08/2017"
"Family Guy: Sæson 14: Guy, Robot","19/08/2017"
"House of Cards: Sæson 5: Kapitel 54","06/08/2017"
"House of Cards: Sæson 5: Kapitel 53","06/08/2017"
"Family Guy: Sæson 14: Papa Has a Rollin' Son","03/08/2017"
"Pusher 3","28/07/2017"
"House of Cards: Sæson 4: Kapitel 52","27/07/2017"
"The Prestige","20/07/2017"
"The Americans: Sæson 1: Pilotepisode","18/07/2017"
"War Dogs","18/07/2017"
"War Machine","15/07/2017"
"Family Guy: Sæson 13: Take My Wife","13/07/2017"
"Family Guy: Sæson 13: Fighting Irish","03/07/2017"
"Family Guy: Sæson 13: Roasted Guy","03/07/2017"
"Family Guy: Sæson 13: Once Bitten","03/07/2017"
"Family Guy: Sæson 13: #JOLO","21/06/2017"
"Family Guy: Sæson 13: Dr. C & the Women","21/06/2017"
"Family Guy: Sæson 13: Stewie Is Enceinte","21/06/2017"
"Family Guy: Sæson 13: Encyclopedia Griffin","13/06/2017"
"Family Guy: Sæson 13: Quagmire's Mom","11/06/2017"
"Family Guy: Sæson 13: This Little Piggy","05/06/2017"
"Family Guy: Sæson 13: Our Idiot Brian","13/04/2017"
"Family Guy: Sæson 13: Stewie, Chris & Brian's Excellent Adventure","13/04/2017"
"Family Guy: Sæson 13: The 2000-Year-Old Virgin","13/04/2017"
"Family Guy: Sæson 13: Turkey Guys","09/04/2017"
"Family Guy: Sæson 13: Brian the Closer","03/04/2017"
"Family Guy: Sæson 13: Baking Bad","02/04/2017"
"Family Guy: Sæson 12: Chap Stewie","27/03/2017"
"Family Guy: Sæson 12: He's Bla-Ack!","27/03/2017"
"Family Guy: Sæson 12: Meg Stinks!","20/03/2017"
"Family Guy: Sæson 12: Baby Got Black","19/03/2017"
"Family Guy: Sæson 12: The Most Interesting Man in the World","15/03/2017"
"Den russiske ambassadør: April","14/03/2017"
"Family Guy: Sæson 12: Harpe the Love Sore","11/03/2017"
"Family Guy: Sæson 12: Secondhand Spoke","06/03/2017"
"Family Guy: Sæson 12: Fresh Heir","06/03/2017"
"Family Guy: Sæson 12: Mom's the Word","05/03/2017"
"Family Guy: Sæson 12: Brian's a Bad Father","01/03/2017"
"De Hvide Hjelme","27/02/2017"
"Family Guy: Sæson 12: Grimm Job","26/02/2017"
"Livet længe leve","25/02/2017"
"Selma","25/02/2017"
"Leviathan","25/02/2017"
"Family Guy: Sæson 12: Peter Problems","25/02/2017"
"Family Guy: Sæson 12: Christmas Guy","24/02/2017"
"Family Guy: Sæson 12: Into Harmony's Way","22/02/2017"
"St. Vincent","20/02/2017"
"Jim Jefferies: Freedumb","17/02/2017"
"Family Guy: Sæson 12: Finders Keepers","16/02/2017"
"Family Guy: Sæson 11: No Country Club for Old Men","16/02/2017"
"Family Guy: Sæson 11: Roads to Vegas","16/02/2017"
"Family Guy: Sæson 11: Farmer Guy","16/02/2017"
"Family Guy: Sæson 11: Save the Clam","16/02/2017"
"Family Guy: Sæson 11: Total Recall","16/02/2017"
"Family Guy: Sæson 11: Bigfat","14/02/2017"
"Family Guy: Sæson 11: 12 and a Half Angry Men","13/02/2017"
"Family Guy: Sæson 11: Turban Cowboy","12/02/2017"
"Family Guy: Sæson 11: Call Girl","12/02/2017"
"Family Guy: Sæson 11: Chris Cross","09/02/2017"
"Family Guy: Sæson 11: Valentine's Day in Quahog","08/02/2017"
"Family Guy: Sæson 11: The Giggity Wife","08/02/2017"
"Family Guy: Sæson 11: Brian's Play","08/02/2017"
"Family Guy: Sæson 11: Jesus, Mary and Jospeh!","05/02/2017"
"Family Guy: Sæson 11: Space Cadet","05/02/2017"
"Family Guy: Sæson 11: Friends Without Benefits","03/02/2017"
"Family Guy: Sæson 11: Lois Comes Out of Her Shell","31/01/2017"
"Family Guy: Sæson 11: Joe's Revenge","31/01/2017"
"Family Guy: Sæson 11: 200 Episodes Later","31/01/2017"
"Family Guy: Sæson 11: Yug Yilmaf","29/01/2017"
"Family Guy: Sæson 11: The Old Man and the Big C","29/01/2017"
"Spies & Glistrup","26/01/2017"
"Family Guy: Sæson 11: Ratings Guy","26/01/2017"
"Family Guy: Sæson 11: Into Fat Air","26/01/2017"
"Family Guy: Sæson 10: Internal Affairs","23/01/2017"
"Family Guy: Sæson 10: Family Guy Viewer Mail #2","21/01/2017"
"Family Guy: Sæson 10: Tea Peter","20/01/2017"
"Family Guy: Sæson 10: Leggo My Meg-O","20/01/2017"
"Kapringen","19/01/2017"
"Family Guy: Sæson 10: Mr. and Mrs. Stewie","19/01/2017"
"Sherlock: Sæson 4: The Final Problem","16/01/2017"
"Clinical","16/01/2017"
"Family Guy: Sæson 10: You Can't Do That on Television, Peter","16/01/2017"
"Family Guy: Sæson 10: Forget-Me-Not","15/01/2017"
"Family Guy: Sæson 10: Killer Queen","15/01/2017"
"Family Guy: Sæson 10: Burning Down the Bayit","15/01/2017"
"Family Guy: Sæson 10: Be Careful What You Fish For","15/01/2017"
"Family Guy: Sæson 10: Tom Tucker: The Man and His Dream","14/01/2017"
"Family Guy: Sæson 10: Livin' on a Prayer","13/01/2017"
"Family Guy: Sæson 10: Amish Guy","13/01/2017"
"Family Guy: Sæson 10: The Blind Side","12/01/2017"
"Family Guy: Sæson 10: Quagmire and Meg","12/01/2017"
"Family Guy: Sæson 10: Grumpy Old Man","12/01/2017"
"Family Guy: Sæson 10: Cool Hand Peter","11/01/2017"
"Family Guy: Sæson 10: Thanksgiving","11/01/2017"
"Sherlock: Sæson 4: The Lying Detective","10/01/2017"
"Family Guy: Sæson 10: Back to the Pilotepisode","10/01/2017"
"Family Guy: Sæson 10: Stewie Goes for a Drive","03/01/2017"
"Family Guy: Sæson 10: Screams of Silence: The Story of Brenda Q","03/01/2017"
"Sherlock: Sæson 4: The Six Thatchers","02/01/2017"
"Sherlock: Sæson 3: The Abominable Bride","02/01/2017"
"Sherlock: Sæson 3: His Last Vow","02/01/2017"
"Den hundredårige, der kravlede ud ad vinduet og forsvandt","01/01/2017"
"Family Guy: Sæson 10: Seahorse Seashell Party","26/12/2016"
"Family Guy: Sæson 10: Lottery Fever","26/12/2016"
"Cuba Libre – fra Columbus til Castro: Sæson 1: Fri af lænkerne","26/12/2016"
"Designated Survivor: Sæson 1: Pilotepisode","25/12/2016"
"Catch Me If You Can","23/12/2016"
"X + Y","22/12/2016"
"Philomena","22/12/2016"
"Chinatown","22/12/2016"
"Shutter Island","09/12/2016"
"Tony Robbins: I Am Not Your Guru","09/12/2016"
"Family Guy: Sæson 9: Brothers & Sisters","22/11/2016"
"Family Guy: Sæson 9: Tiegs for Two","22/11/2016"
"Family Guy: Sæson 9: Trading Places","22/11/2016"
"Drive","20/08/2016"
"All the President's Men","06/08/2016"
"Alt har en pris","06/08/2016"
"Family Guy: Sæson 9: The Hand that Rocks the Wheelchair","01/08/2016"
"Family Guy: Sæson 9: German Guy","01/08/2016"
"Family Guy: Sæson 9: Friends of Peter G","31/07/2016"
"Family Guy: Sæson 9: And I'm Joyce Kinney","31/07/2016"
"Family Guy: Sæson 9: New Kidney in Town","29/07/2016"
"Family Guy: Sæson 9: Road to the North Pole Del 1","27/07/2016"
"Family Guy: Sæson 9: Brian Writes a Bestseller","13/07/2016"
"Family Guy: Sæson 9: Baby You Knock Me Out","13/07/2016"
"Family Guy: Sæson 9: Halloween on Spooner Street","13/07/2016"
"Family Guy: Sæson 9: Welcome Back Carter","13/07/2016"
"Family Guy: Sæson 9: Excellence in Broadcasting","13/07/2016"
"Family Guy: Sæson 9: And Then There Were Fewer Del 2","13/07/2016"
"Anders Matthesen: Vender tilbage","13/07/2016"
"The Eichmann Show","13/07/2016"
"The Oxford Murders","13/07/2016"
"Miss Representation","13/07/2016"
"Marseille: Sæson 1: Det endelige slag","11/07/2016"
"Marseille: Sæson 1: Valget","11/07/2016"
"Marseille: Sæson 1: Frihed, lighed – uden medlidenhed","08/07/2016"
"Marseille: Sæson 1: Ansigt til ansigt","06/07/2016"
"Marseille: Sæson 1: Hjernevask","06/07/2016"
"Marseille: Sæson 1: Krokodille","05/07/2016"
"Marseille: Sæson 1: Stråmanden","05/07/2016"
"Marseille: Sæson 1: 20 år","04/07/2016"
"Bloodline: Sæson 1: Del 13","19/06/2016"
"Bloodline: Sæson 1: Del 12","18/06/2016"
"Bloodline: Sæson 1: Del 11","18/06/2016"
"Bloodline: Sæson 1: Del 10","12/06/2016"
"Bloodline: Sæson 1: Del 9","09/06/2016"
"Anden paa Coke?","06/06/2016"
"The Imposter","06/06/2016"
"I Am. Shimon Peres","06/06/2016"
"Bloodline: Sæson 1: Del 8","06/06/2016"
"Bloodline: Sæson 1: Del 7","06/06/2016"
"Bloodline: Sæson 1: Del 6","03/06/2016"
"Bloodline: Sæson 1: Del 5","02/06/2016"
"Bloodline: Sæson 1: Del 4","02/06/2016"
"Chef's Table: Bind 1: Massimo Bottura","02/06/2016"
"Bloodline: Sæson 1: Del 3","01/06/2016"
"Bloodline: Sæson 1: Del 2","31/05/2016"
"Mystic River","27/05/2016"
"Derek: Sæson 1: Episode 7","27/05/2016"
"Requiem for the American Dream","14/05/2016"
"Dame, konge, es, spion","29/04/2016"
"Taxi Driver","29/04/2016"
"New Girl: Sæson 2: Pepperwood","29/04/2016"
"Venner: Sæson 4: The One with the Embryos","29/04/2016"
"Venner: Sæson 4: The One with Phoebe's Uterus","29/04/2016"
"Annie Hall","29/04/2016"
"Californication: Sæson 3: Wish You Were Here","28/04/2016"
"Californication: Sæson 2: La Petite Mort","28/04/2016"
"Californication: Sæson 2: Blues from Laurel Canyon","28/04/2016"
" ","22/04/2016"
"The Great Escape","22/04/2016"
"Venner: Sæson 4: The One with the Girl from Poughkeepsie","21/04/2016"
"Kampen om det tunge vand: Sæson 1: Episode 6","19/04/2016"
"Kampen om det tunge vand: Sæson 1: Episode 5","17/04/2016"
"Venner: Sæson 4: The One Where They're Going to Party","16/04/2016"
"Sherlock: Sæson 1: A Study in Pink","16/04/2016"
"Kampen om det tunge vand: Sæson 1: Episode 4","10/04/2016"
"Kampen om det tunge vand: Sæson 1: Episode 3","10/04/2016"
"Kampen om det tunge vand: Sæson 1: Episode 2","07/04/2016"
"Kampen om det tunge vand: Sæson 1: Episode 1","07/04/2016"
"Venner: Sæson 4: The One with Chandler in a Box","06/04/2016"
"Venner: Sæson 4: The One Where Chandler Crosses the Line","06/04/2016"
"House of Cards: Sæson 4: Kapitel 51","28/03/2016"
"House of Cards: Sæson 4: Kapitel 50","28/03/2016"
"House of Cards: Sæson 4: Kapitel 49","21/03/2016"
"House of Cards: Sæson 4: Kapitel 48","20/03/2016"
"House of Cards: Sæson 4: Kapitel 47","19/03/2016"
"House of Cards: Sæson 4: Kapitel 46","17/03/2016"
"House of Cards: Sæson 4: Kapitel 45","17/03/2016"
"House of Cards: Sæson 1: Kapitel 13","16/03/2016"
"House of Cards: Sæson 4: Kapitel 44","15/03/2016"
"House of Cards: Sæson 4: Kapitel 43","13/03/2016"
"House of Cards: Sæson 4: Kapitel 42","09/03/2016"
"House of Cards: Sæson 4: Kapitel 40","07/03/2016"
"House of Cards: Sæson 4: Kapitel 41","07/03/2016"
"House of Cards: Sæson 3: Kapitel 39","06/03/2016"
"Family Guy: Sæson 8: Road to Multiverse","09/02/2016"
"Family Guy: Sæson 8: Something, Something, Something Dark Side","28/01/2016"
"The Rum Diary","28/01/2016"
"High Fidelity","28/01/2016"
"Blå øjne: Sæson 1: Lad festen begynde","28/01/2016"
"Good Morning, Vietnam","18/01/2016"
"White Collar: Sæson 1: Pilotepisode","07/01/2016"
"Headhunterne","06/01/2016"
"The Talented Mr. Ripley","01/01/2016"
"McCullin","01/01/2016"
"Dexter: Sæson 1: Dexter","01/01/2016"
"Adèles liv – kapitel 1 og 2","01/01/2016"
"Hobbitten: Dragen Smaugs ødemark","01/01/2016"
"Californication: Sæson 2: In Utero","23/12/2015"
"Californication: Sæson 2: La Ronde","23/12/2015"
"Californication: Sæson 2: Going Down and Out in Beverly Hills","23/12/2015"
"Simon and the Oaks","23/12/2015"
"Californication: Sæson 2: In a Lonely Place","10/12/2015"
"Californication: Sæson 2: Coke D*ck & the First Kick","10/12/2015"
"Venner: Sæson 9: The One with Phoebe's Birthday Dinner","06/12/2015"
"Californication: Sæson 2: Vaginatown","06/12/2015"
"Californication: Sæson 2: The Raw & the Cooked","06/12/2015"
"Californication: Sæson 2: No Way to Treat a Lady","05/12/2015"
"Californication: Sæson 2: The Great Ashby","05/12/2015"
"Californication: Sæson 2: Slip of the Tongue","05/12/2015"
"Californication: Sæson 1: The Last Waltz","03/12/2015"
"Californication: Sæson 1: Turn the Page","03/12/2015"
"Californication: Sæson 1: The Devil's Threesome","30/11/2015"
"Californication: Sæson 1: Filthy Lucre","30/11/2015"
"Californication: Sæson 1: California Son","28/11/2015"
"Californication: Sæson 1: Girls Interrupted","28/11/2015"
"Californication: Sæson 1: Absinthe Makes the Heart Grow Fonder","28/11/2015"
"Californication: Sæson 1: LOL","27/11/2015"
"Californication: Sæson 1: Fear and Loathing at the Fundraiser","27/11/2015"
"Californication: Sæson 1: The Whore of Babylon","19/11/2015"
"Californication: Sæson 1: Hell-A Woman","19/11/2015"
"Californication: Sæson 1: Pilotepisode","18/11/2015"
"6 år","18/11/2015"
"Get the Gringo","16/11/2015"
"Venner: Sæson 6: The One with Rachel's Sister","16/11/2015"
"Venner: Sæson 6: The One with the Joke","16/11/2015"
"Fight Club","29/10/2015"
"Dræb ikke en sangfugl","24/10/2015"
"Men of Honor","24/10/2015"
"Shadow Dancer","24/10/2015"
"Rivalerne","24/10/2015"
"Gone Baby Gone","24/10/2015"
"Confessions of a Dangerous Mind","24/10/2015"
"Motorcycle Diaries","24/10/2015"
"Mandela: Long Walk to Freedom","24/10/2015"
"Hævnen","24/10/2015"
"Forfalskerne","24/10/2015"
"Winter on Fire: Ukraine's Fight for Freedom","24/10/2015"
"Saving Mr. Banks","24/10/2015"
"The Scapegoat","24/10/2015"
"Oliver Twist","24/10/2015"
"The Spirit of '45","24/10/2015"
"Spy Game","24/10/2015"
"L.A. Confidential – De faldne engles by","24/10/2015"
"Bandits","24/10/2015"
"Watchmen","24/10/2015"
"The Mission","24/10/2015"
"The Guvnors","24/10/2015"
"The Departed","17/10/2015"
"House of Cards: Sæson 3: Kapitel 36","17/10/2015"
"The Last Day of World War One","17/10/2015"
"Great Expectations","17/10/2015"
"Armadillo","17/10/2015"
"De uovervindelige","17/10/2015"
"Mr. Nobody","17/10/2015"
"Detachment","17/10/2015"
"The Sum of All Fears","17/10/2015"
"Paris, je t'aime","17/10/2015"
"The Fighter","17/10/2015"
"This Is Where I Leave You","17/10/2015"
"Prince Avalanche","17/10/2015"
"Interstellar","17/10/2015"
"The Last Gladiators","17/10/2015"
"Vlast (Power)","17/10/2015"
"Seven Wonders of the Industrial World: The Great Ship","17/10/2015"
"Tell Spring Not to Come This Year","17/10/2015"
"Gore Vidal: The United States of Amnesia","17/10/2015"
"The Borgias: Sæson 1: The Poisoned Chalice","17/10/2015"
"Maidentrip","17/10/2015"
"Legendernes tid","17/10/2015"
"Mad Men: Sæson 2: For Those Who Think Young","17/10/2015"
"Dommeren","17/10/2015"
"The Paperboy","17/10/2015"
"En pilgrims død: Episode 1","13/10/2015"
"Djøf Med Løg","12/10/2015"
"The Butler","10/10/2015"
"The Company Men","25/09/2015"
"The Spectacular Now","05/09/2015"
"Promised Land","05/09/2015"
"You Laugh But It's True","05/09/2015"
"Sådan træner du din drage","15/08/2015"
"Zodiac","10/08/2015"
"Thirteen Days","02/08/2015"
"An Education","02/08/2015"
"Inequality for All","01/08/2015"
"Great Raids of World War II: Sæson 1: Stopping Hitler's A-Bomb","01/08/2015"
"Family Guy: Sæson 9: And Then There Were Fewer Del 1","30/07/2015"
"En Lærer","30/07/2015"
"Inside Llewyn Davis","30/07/2015"
"Platoon","29/07/2015"
"Pantani: The Accidental Death of a Cyclist","21/07/2015"
"Good Night, and Good Luck","19/07/2015"
"The Mexican","07/07/2015"
"Midnight in Paris","08/06/2015"
"The House of Cards Trilogy (BBC): To Play the King: Episode 1","24/05/2015"
"Night Train to Lisbon","23/05/2015"
"Grace and Frankie: Sæson 1: Middagen","23/05/2015"
"Grace and Frankie: Sæson 1: Kreditkortene","23/05/2015"
"Grace and Frankie: Sæson 1: Enden","23/05/2015"
"Nu eller aldrig","22/05/2015"
"Bloodline: Sæson 1: Del 1","19/05/2015"
"Street Fight","19/05/2015"
"Selv i de bedste hjem","15/05/2015"
"Derek: Sæson 3: Særepisode","09/05/2015"
"The House of Cards Trilogy (BBC): House of Cards: Episode 4","09/05/2015"
"Imagine Me & You","04/05/2015"
"Love Me!","04/05/2015"
"Sherlock: Sæson 3: The Sign of Three","03/05/2015"
"Sherlock: Sæson 3: The Empty Hearse","03/05/2015"
"Sherlock: Sæson 2: The Reichenbach Fall","02/05/2015"
"The Last King of Scotland","27/04/2015"
"Fargo","27/04/2015"
"Dallas Buyers Club","12/04/2015"
"Døde poeters klub","11/04/2015"
"New Girl: Sæson 2: A Father's Love","10/04/2015"
"New Girl: Sæson 2: Cabin","10/04/2015"
"New Girl: Sæson 2: Santa","10/04/2015"
"New Girl: Sæson 2: Bathtub","10/04/2015"
"New Girl: Sæson 2: Eggs","10/04/2015"
"New Girl: Sæson 2: Parents","10/04/2015"
"New Girl: Sæson 2: Menzies","10/04/2015"
"Family Guy: Sæson 6: Stewie Kills Lois: Del 1","03/03/2015"
"Family Guy: Sæson 6: 100th Episode Special","03/03/2015"
"House of Cards: Sæson 3: Kapitel 35","03/03/2015"
"House of Cards: Sæson 3: Kapitel 34","03/03/2015"
"House of Cards: Sæson 3: Kapitel 33","03/03/2015"
"House of Cards: Sæson 3: Kapitel 32","03/03/2015"
"House of Cards: Sæson 3: Kapitel 31","03/03/2015"
"House of Cards: Sæson 3: Kapitel 30","02/03/2015"
"House of Cards: Sæson 3: Kapitel 29","01/03/2015"
"House of Cards: Sæson 3: Kapitel 28","01/03/2015"
"House of Cards: Sæson 3: Kapitel 27","01/03/2015"
"House of Cards: Sæson 3 (trailer)","27/02/2015"
"House of Cards: Sæson 1: Kapitel 1","27/02/2015"
"New Girl: Sæson 2: Models","25/02/2015"
"New Girl: Sæson 2: Neighbors","25/02/2015"
"New Girl: Sæson 2: Fluffer","25/02/2015"
"New Girl: Sæson 2: Katie","24/02/2015"
"New Girl: Sæson 2: Re-Launch","24/02/2015"
"Family Guy: Sæson 6: Believe It or Not Joe's Walking on Air","24/02/2015"
"Family Guy: Sæson 6: Movin' Out (Brian's Song)","24/02/2015"
"Family Guy: Sæson 6: Blue Harvest","19/02/2015"
"Venner: Sæson 6: The One Where Ross Got High","30/01/2015"
"Venner: Sæson 6: The One with Ross's Teeth","30/01/2015"
"Venner: Sæson 6: The One Where Phoebe Runs","30/01/2015"
"Venner: Sæson 6: The One on the Last Night","30/01/2015"
"Venner: Sæson 6: The One with Joey's Porsche","30/01/2015"
"Venner: Sæson 6: The One Where Joey Loses His Insurance","30/01/2015"
"Venner: Sæson 6: The One with Ross's Denial","28/01/2015"
"How I Met Your Mother: Sæson 3: I'm Not That Guy","13/01/2015"
"Extras: Sæson 2: Daniel Radcliffe","10/01/2015"
"Extras: Sæson 2: David Bowie","07/01/2015"
"Extras: Sæson 2: Orlando Bloom","06/01/2015"
"Extras: Sæson 1: Patrick Stewart","05/01/2015"
"Extras: Sæson 1: Samuel L. Jackson","05/01/2015"
"Extras: Sæson 1: Les Dennis","05/01/2015"
"Extras: Sæson 1: Kate Winslet","05/01/2015"
"Extras: Sæson 1: Ross Kemp and Vinnie Jones","04/01/2015"
"Extras: Sæson 1: Ben Stiller","02/01/2015"
"Top Gear: Sæson 15: Episode 1","02/01/2015"
"How I Met Your Mother: Sæson 3: Third Wheel","02/01/2015"
"How I Met Your Mother: Sæson 3: We're Not From Here","02/01/2015"
"How I Met Your Mother: Sæson 3: Wait for It","02/01/2015"
"The Trip","02/01/2015"
"How I Met Your Mother: Sæson 2: Showdown","23/12/2014"
"How I Met Your Mother: Sæson 2: Bachelor Party","23/12/2014"
"How I Met Your Mother: Sæson 2: Moving Day","23/12/2014"
"How I Met Your Mother: Sæson 3: Miracles","23/12/2014"
"How I Met Your Mother: Sæson 3: Everything Must Go","23/12/2014"
"House of Cards: Sæson 2 (trailer)","16/12/2014"
"House of Cards: Sæson 1 (lang trailer)","16/12/2014"
"House of Cards: Sæson 2: Kapitel 26","15/12/2014"
"House of Cards: Sæson 2: Kapitel 25","15/12/2014"
"House of Cards: Sæson 2: Kapitel 24","14/12/2014"
"House of Cards: Sæson 2: Kapitel 23","12/12/2014"
"House of Cards: Sæson 2: Kapitel 22","11/12/2014"
"House of Cards: Sæson 2: Kapitel 21","11/12/2014"
"House of Cards: Sæson 2: Kapitel 20","11/12/2014"
"House of Cards: Sæson 2: Kapitel 19","10/12/2014"
"House of Cards: Sæson 2: Kapitel 18","09/12/2014"
"House of Cards: Sæson 2: Kapitel 17","09/12/2014"
"House of Cards: Sæson 2: Kapitel 16","07/12/2014"
